name,address,phone,website,email,instagram,cuisine,opening_hours,lat,lon,osm_id
Plato Loco,Amsterdam,,https://platoloco.nl,,,caribbean,We-Su 17:00-22:00,52.3780392,4.8740828,6111796249
Bougainville,"Dam 27, Amsterdam",,https://www.restaurantbougainville.com/en/,,,,Mo-Sa 19:00-22:00,52.3725106,4.8932522,6192682978
Het Ketelhuis,"Pazzanistraat 4, 1014DB, Amsterdam",+31 20 684 0090,https://www.ketelhuis.nl/,,,,Mo-Su 10:00-01:00,52.3863279,4.8734705,6195856567
Oud-Zuid,Amsterdam,,,,,mediterranean,,52.3550513,4.8738784,6223021786
Lokaal Loosie,Amsterdam,,,,,,,52.3722805,4.8994441,6229637753
Grand Cafe LIVING,"De Boelelaan 1111G, 1081HV, Amsterdam",+31 20 205 0966,https://grandcafeliving.nl/,amsterdam@grandcafeliving.nl,,,"Mo-Fr 09:00-21:30; Sa,Su ""by_appointment""",52.3343958,4.86425,6239420577
Pelusa,"Leen Jongewaardkade 41, 1031HS, Amsterdam",,https://pelusa.amsterdam,,,,,52.3938397,4.8996898,6289513144
Kailash Parbat,"Weteringschans 175H, 1017XD, Amsterdam",+31 20 786 1629,https://kailashparbat.nl,amsterdam@kailashparbat.nl,,,12:00-22:00,52.3596549,4.8924555,6295555086
Spectrum,"Herengracht 542-556, 1017CG, Amsterdam",+31 20 718 4635,https://restaurantspectrum.com,,@spectrum_amsterdam,,We-Sa 18:00-24:00,52.3646319,4.896983,6295614085
Marie,"Nieuwe Doelenstraat 2-14, Amsterdam",,https://marieamsterdam.com/,,,,,52.3674335,4.8944145,6295748085
Nacarat,"Rokin 49, Amsterdam",,https://nacarat.nl/,,,,,52.3717943,4.8933252,6295780085
The White Room by Jacob Jan Boerma,"Dam 9, 1012JS, Amsterdam",+31 20 554 9454,https://www.restaurantthewhiteroom.com/,,,,"We-Fr 18:00-00:00, Sa 12:00-00:00",52.3727901,4.8945051,6295791085
Peacock Alley,"Herengracht 542-556, 1017CG, Amsterdam",+31 20 718 4643,https://www.hilton.com/en/hotels/amswawa-waldorf-astoria-amsterdam/dining/?WT.mc_id=zELWAKN0EMEA1WA2DMH3LocalSearch4DGGenericx6AMSWAWA,AMSWA.Restaurants@waldorfastoria.com,,international;afternoon_tea,Mo-Su 09:00-22:00,52.3646233,4.8969206,6296432485
The White Room by Jacob Jan Boerma,"Dam 9, Amsterdam",,,,,,,52.3725198,4.8951584,6296553185
Happy China,"Diemerplein 12, 1111JD, Amsterdam",+31 20 690 1988,https://www.happychinadiemen.nl/,,,chinese,Mo-Su 12:00-22:00,52.3416822,4.9621178,6345468134
Yellow House,"Danzigerbocht 45R, 1013AM, Amsterdam",,https://www.yellowhouse.amsterdam/,,,,,52.3963849,4.8743906,6370095288
Yen Dining Bar,Amsterdam,,,,,vietnamese,,52.3558674,4.9001806,6400793786
The uptown meat club,Amsterdam,,,,,,,52.3598881,4.8774935,6405833385
La Mian,Amsterdam,,,,,,,52.3555711,4.8928249,6433832986
Max indosian,Amsterdam,,,,,,,52.3771678,4.8890769,6458125687
Cosu,"Wagenaarstraat 66, Amsterdam",,,,,,,52.3630631,4.9269122,6470445696
The Butcher Social Club,"Overhoeksplein 1, 1031KS, Amsterdam",+31 20 215 9515,https://the-butcher.com/socialclub/about/,socialclub@the-butcher.com,,burger,"Mo-Fr 07:00-24:00; Sa,Su 00:00-01:00,07:00-24:00",52.3836219,4.9022479,6472306429
Polder,"Science Park 201, 1098XH, Amsterdam",,http://www.cafe-restaurantpolder.nl,,,,10:00-24:00,52.3545731,4.9527374,6475008075
Lotti’s Dinner,Amsterdam,,,,,,,52.3719726,4.8873969,6488569530
Jansz,Amsterdam,,,,,,,52.3724257,4.8844571,6491481209
Bussia,Amsterdam,,,,,,,52.3724604,4.8834964,6491481213
Restaurant van Puffelen,Amsterdam,,,,,,,52.3717224,4.8832199,6491506029
STAN&CO,"Weesperplein 4A, 1018XA, Amsterdam",+31 20 205 0402,https://stan-co.nl,,,,Su-We 10:00-00:00; Th-Sa 10:00-02:00,52.3618327,4.9070196,6577650585
Madam Pancake,Amsterdam,,,,,,,52.3750379,4.898419,6592952185
Royalvis & Traiteur,"Van der Pekstraat 88-90H, Amsterdam",,,,,,,52.3895103,4.9104342,6620624763
Argentalia,"Warmoesstraat 35, 1012HV, Amsterdam",+31 20 205 0255,https://argentalia.nl/,,@argentalia_amsterdam,pizza;steak_house,Mo-Su 12:00-00:00,52.3755824,4.8986252,6761981956
Demetra,Amsterdam,,,,,,,52.3661016,4.8950929,6808075985
nNea Pizza,"Bilderdijkstraat 92, 1053KX, Amsterdam",,https://www.nneapizza.com/,,,pizza,Mo-Sa 17:30-22:30,52.3694421,4.8703926,6841918972
Tolbar,"1074VM, Amsterdam",+31 20 261 5689,https://www.tolbar.nl,info@tolbar.nl,@tolbaramsterdam,,Tu 10:00-00:00; We-Th 10:00-01:00; Fr 10:00-03:00; Sa 11:00-03:00; Su 11:00-23:00,52.3528,4.90661,6945774465
Burritos Anonymous,"Zeeburgerstraat 4, 1018AG, Amsterdam",+31 20 233 4902,https://www.burritos-anonymous.nl/home-2/,,,,Mo-Su 12:00-21:30,52.3667641,4.925208,6950727501
The Avocado Show,"Keizersgracht 449, Amsterdam",,https://theavocadoshow.com/,,,,,52.3663365,4.8864162,7023258615
MADRE,"Westerstraat 186 BG, 1015MR, Amsterdam",+31 20 7865860,https://madre.amsterdam/,hello@madre.amsterdam,@madre.amsterdam,mexican,Mo-Fr 17:00-01:00; Sa 11:00-01:00,52.3782373,4.8817023,7033667105
Tokyo Ramen Takeichi,"Vijzelstraat 135, 1017HJ, Amsterdam",+31 20 7520229,https://takeichi-ramen.eu/locations/the-netherlands/vijzelstraat-135-amsterdam,info@takeichi-ramen.eu,@tokyoramentakeichi.nl,ramen,"Mo-Su 12:00-15:00, 17:00-21:00",52.3624105,4.8920475,7101519795
Wrap Lab,"Schaepmanstraat 2, 1051JC, Amsterdam",,https://www.wraplabs.nl/,,,bubble_tea,Tu-Su 12:00-20:45,52.3796284,4.8713926,7137254485
Braine,Amsterdam,,,,,,,52.3666776,4.8668464,7159162085
Dope,"Eerste Van der Helststraat 78-H, 1072NZ, Amsterdam",+31 20 770 6666,,,,pizza,,52.3546871,4.8934251,7206380785
The Seafood Bar,"Spui 15, Amsterdam",+31 20 233 7452,https://theseafoodbar.com,,,,12:00-23:00,52.3686539,4.8905828,7213632494
Ramen-Kingdom,"Prins Hendrikkade 83H, 1012AE, Amsterdam",,,,,ramen;japanese;noodles,Tu-Sa 16:30-21:30; Su 13:00-18:00,52.3766845,4.9015363,7216978486
Café Goldmund,"Postjesweg 7, Amsterdam",+31 20 891 4750,https://cafegoldmund.nl/,,,,"PH,Mo-Su 11:00-01:00",52.3645017,4.8569259,7222044077
Cafe Amoi,Amsterdam,,,,,indonesian,,52.3673548,4.8728916,7235507196
House of Bird Diemerbos,"Diemerbospad 1a, 1111PZ, Diemen",+31 20 214 6555,https://www.houseofbird.nl,diemerbos@houseofbird.nl,,,Mo-Tu 10:00-18:00; We-Su 10:00-21:00,52.3323445,4.9905086,7344282028
Domenica,"Noordermarkt 7, 1015MV, Amsterdam",,,,,italian,"Mo-Sa 18:00-22:00+, Tu-Sa 12:30-14:00+",52.380132,4.8874348,7487256512
Madam Fifi,"Kinkerstraat 41, 1053DD, Amsterdam",,,,,,,52.3677088,4.8743467,7533672000
Van 't Spit,"Nieuwezijds Voorburgwal 182-I, 1012SJ, Amsterdam",+31 6 45220601,https://vantspit.nl/amsterdam-magna-plaza,frederik@vantspit.nl,,,Mo-Su 11:00-22:00,52.3737826,4.8903081,7621990511
Brooks,"Beethovenstraat, Amsterdam",,,,,,,52.3481968,4.8772774,7639841485
Jaspers,Amsterdam,,https://restaurantjaspers.nl,,,,,52.3521047,4.8873192,7649774576
ta toru,"Nieuwezijds Voorburgwal 183i, 1012SJ, Amsterdam",,,,,,,52.3736059,4.8904782,7661131585
De Kop van Oost,"Zeeburgerpad 1, 1018AH, Amsterdam",,,,,,Tu-Su 11:30+,52.3668925,4.9272113,7663543597
Bunk Restaurant,Amsterdam,,https://www.bunkrestaurants.com/amsterdam/,,,international,,52.3880783,4.9139889,7667608764
The Traveller,"Bijlmerdreef 108, 1102CT, Amsterdam",,https://zuid-oost.thetravelleramsterdam.com/contact/,,,,,52.3149656,4.9504059,7731728670
O Bistro,"Lindengracht 248, 1015KM, Amsterdam",+31 6 55958583,https://www.obistro.nl,,,french,"We,Th 17:30-23:00; Fr,Sa 17:30-23:30",52.3800663,4.8826861,7746686623
A Tavola,"Kadijksplein 9, 1018AC, Amsterdam",+31 20 625 4994,https://www.atavolarestaurant.nl,,,italian,Tu-Sa 12:00-20:00,52.3702271,4.9122719,7775080631
Verena,"Rapenburgerplein 2, 1011VA, Amsterdam",+31 20 786 9281,https://www.restaurantverena.nl/,,,italian,Mo off; Tu-Su 15:00-23:00,52.3704071,4.9110133,7775116996
Yakitori La Kushi,"Rijnstraat 54, 1078RD, Amsterdam",,https://www.yakitorilakushi.com,,,japanese,"Mo,We-Su 17:30-22:00",52.3467294,4.9048156,7796486454
Kanteen25,"Kattenburgerstraat 5, 1018JA, Amsterdam",+31 20 700 9977,https://kanteen25.nl/,,,regional,"Mo,Su off; Tu-Sa 08:00-23:00",52.3744293,4.914258,7879970529
Swieti Sranang,Amsterdam,,,,,surinamese;javanese,,52.3782214,4.8831955,7917988685
Za,Amsterdam,+31 20 747 0034,https://za-amsterdam.com/,info@za-amsterdam.com,,mediterranean,Tu-Th 17:00-23:00; Fr-Sa 17:00-24:00,52.3965952,4.8782019,7947381419
Gandhi,"Lange Leidsedwarsstraat 56, 1017NM, Amsterdam",+31 20 624 6966,https://indianrestaurantgandhi.com/leidseplein/,,,indian,,52.3649437,4.8829781,7948867642
Bacalar,Amsterdam,,https://bacalar.amsterdam/,,,,,52.3915102,4.9040826,7981450828
The Breakfast Club,"Changiweg 110, 1043DZ, Amsterdam",+31 20 362 0302,https://thebreakfastclub.nl/locatie/sloterdijk/,sloterdijk@thebreakfastclub.nl,@thebreakfastclubnld,breakfast,Mo-Su 08:00-18:00,52.3886483,4.8399498,8048000011
Sushi Only,Amsterdam,+31 20 737 0375,http://sushionly.nl/,,,sushi,We-Mo 12:00-22:00,52.3553058,4.900654,8146713183
Sushito Zuidas,"Parnassusweg 851, 1082LZ, Amsterdam",+31 20 890 5630,https://www.sushito.nl/,,,hawaiian;bowl;poke,Mo-Su 11:30-21:30,52.335872,4.8692519,8326324510
Fiko,"Eerste Constantijn Huygensstraat 60, 1054BR, Amsterdam",+31 20 846 6706,https://www.fikoamsterdam.com,,,italian_pizza,Mo-Su 18:00-23:00,52.3640237,4.8741057,8334919562
Fine Sushi,"Docklandsweg 7, 1031KN, Amsterdam",+31 20 2117857,https://www.fine-sushi.nl/,,,sushi,,52.3868055,4.9057379,8335881302
Hollandse Pot,"Korte Leidsedwarsstraat 62, 1017RD, Amsterdam",,https://dehollandse-pot.nl/,,,dutch,,52.363102,4.8848274,8335928750
Burger & Fries 56,"Korte Leidsedwarsstraat 56, 1017RD, Amsterdam",,https://www.quandoo.nl/en/place/burger-fries-56-70139?aid=63,,,,,52.363179,4.8847228,8335928776
Brunchdale,"Ridderspoorweg 104, 1032LL, Amsterdam",,https://www.brunchdale.nl/,,,breakfast;coffee_shop;sandwich;tea,Mo-Th 08:30-16:00; Fr 08:30-17:00; Sa-Su 09:00-17:00,52.3963819,4.9042534,8337400718
Sallora,"Osdorpplein 1010, 1068TG, Amsterdam",+31 6 83671835,https://www.sallora.amsterdam,info@sallora.amsterdam,@sallora.amsterdam,lebanese,Mo-Su 12:00-00:00,52.3577843,4.8054413,8337542586
Badcuyp,"Eerste Sweelinckstraat 10A, 1073CM, Amsterdam",,,,,,,52.3565756,4.8971392,8338810468
La Fucina,"Javastraat 99, 1094HC, Amsterdam",+31 20 337 9897,https://lafucina.nl/la-fucina-javastraat/,,@lafucinamsterdam,italian,"We, Fr-Su 12:00-22:00; Tu 17:00-22:00; Th 12:00-21:30",52.3638845,4.9360762,8338843317
CanCanteen,"Amsterdam Rijnkanaalkade 55, 1019VA, Amsterdam",+31 20 2246205,https://www.cancanteen.com/,,,,"Mo,Tu 08:00-18:00; We-Su 08:00-22:00",52.3697908,4.9552665,8347126106
Aubergini,"Hogelandplein 1C, 1079RZ, Amsterdam",,https://aubergini.com/,,,,,52.3377939,4.8939786,8361467424
Pizza & Co,"Kastelenstraat 105A, 1082EB, Amsterdam",,https://www.pizzacoamsterdam.com/,,,pizza,,52.3259824,4.8792781,8363816737
Cafe Brasserie Helden,"La Guardiaweg 66A, 1043DJ, Amsterdam",+31 20 22 63 095,https://www.heldensloterdijk.nl,,,sandwich;diner;lunch,Mo-We 09:00-20:00; Th 09:00-21:00; Fr-Su closed; PH off,52.3906691,4.8399121,8369597584
SLA,"Amstelveenseweg 124, 1075XL, Amsterdam",+31 20 771 8902,https://ilovesla.com,,,salad,Mo-Su 11:30-21:00,52.3548481,4.8548953,8375599462
Luna,"Lindengracht 152, 1015KK, Amsterdam",,https://www.restaurantluna.nl/,,,argentinian,Su-Fr 17:00-22:00+; Sa 13:00-22:00+,52.3803328,4.8844841,8381239817
CINQ Oriental Bistro,Amsterdam,+31 20 240 5050,http://www.cinq-oriental.nl/,,,asian,17:00-23:00,52.3413856,4.8532672,8528228748
Lemoene,Amsterdam,,https://www.lemoene.nl,,,syrian,Mo-Su 10:30-21:30,52.359686,4.8409343,8659087197
Noor Alsham,Amsterdam,,https://www.nooralsham-amsterdam.nl,,,,,52.3789121,4.8566605,8662842563
Himalayan Kitchen,"Ten Katestraat 45, 1053BX, Amsterdam",,https://www.himalayankitchen.nl/,,,indian;nepalese,,52.3669124,4.8670309,8727834780
Petit Péché,"Nicolaas Beetsstraat 51, 1053RJ, Amsterdam",,,,,,,52.3658594,4.8654112,8730863077
Villa Borghese Amsterdam,"David Ricardostraat 566, 1066LH, Amsterdam",+31 20 774 2009,https://amsterdam.villa-borghese.nl/,amsterdam@villa-borghese.nl,,italian,"Mo 11:00-14:30; Tu-Fr 11:00-14:30, 17:00-22:30; Sa-Su 17:00-22.30",52.3415569,4.8257737,8796148381
Oeverzicht,Amsterdam,,https://restaurantoeverzicht.nl,,,mediterranean,,52.370139,4.8301844,8807514856
Vegan Sushi Bar,"Wittenburgergracht 143, 1018MX, Amsterdam",,https://vegansushibar.com,,@vegansushibar,sushi,Mo-Su 12:00-21:00,52.3700349,4.9187081,8815796628
BLVD 020,"Johan Cruijff Boulevard 139, 1101EJ, Amsterdam",,https://www.blvd020.nl/,,,,,52.3130039,4.9436761,8901737951
Beyrouth,"Kinkerstraat 18,20, 1053DV, Amsterdam",+31 20 616 0635,https://www.restaurantbeyrouth.nl/,,,lebanese,Mo-Sa 17:30-22:00,52.368212,4.8752736,8950380560
HEMA restaurant,"Buikslotermeerplein 197, 1025XB, Amsterdam",,https://hema.nl,,,,"Mo-We,Fr 09:00-18:00; Th 09:00-20:00; Sa 09:00-17:00; Su 11:00-17:00",52.3990093,4.9377606,8977207881
Adam Palace,Amsterdam,,,,,syrian,,52.3756883,4.8987461,8986645358
Chopstick District,"IJsbaanpad 6, 1076CV, Amsterdam",+31 6 2052 4487,https://www.chopstickdistrict.nl/,,,asian,,52.3414767,4.8561356,8988609433
Mehtap,"Admiraal De Ruijterweg 39, 1057JV, Amsterdam",+31 20 612 4906,http://mehtap.nl/,info@mehtap.nl,,turkish,,52.3708514,4.862461,9001663259
Pamukkale,"Admiraal De Ruijterweg 96, 1056GP, Amsterdam",+31 20 689 7530,https://www.pamukkale-amsterdam.nl/,,,turkish,,52.372154,4.8595766,9007304228
Le Bistro,"Muiderstraatweg 55, 1111PT, Amsterdam",+31 20 773 2908,https://www.lebistrodiemen.nl/,info@lebistrodiemen.nl,,italian,Tu-Su 15:00-23:00,52.3373401,4.9672141,9014681540
Vessel,"Revaleiland 500, 1014ZG, Amsterdam",+31 20 246 1599,https://vesselamsterdam.nl,,,,,52.39446,4.8819226,9032628426
Tandoori 2 Go,"Jan van Galenstraat 78, 1056CD, Amsterdam",+31 20 248 0050,https://tandoori2go.nl/,info@tandoori2go.nl,,indian,,52.3751716,4.8612348,9032950265
Ode aan de Amstel,"Amstelboulevard 1, 1096HH, Amsterdam",+31 20 760 2030,https://www.odeaandeamstel.nl,,,french,"Tu-We 11:00-23:00,Th 11:00-24:00,Fr-Sa 11:00-01:00,Su 11:00-19:00",52.343402,4.9149073,9035344776
Night Kitchen,"Jan Pieter Heijestraat 172-H, 1054ML, Amsterdam",,,,,,,52.3610511,4.8648937,9035363787
Elixer,"Batjanstraat 1A, 1094RC, Amsterdam",,https://www.restaurantelixer.com/,,,,Tu-Sa 12:00-21:30; Su 12:00-20:30,52.359522,4.9382067,9036306774
Baires,"Linnaeusstraat 8-H, 1092CK, Amsterdam",+31 20 358 6106,https://bairesempanadas.nl/,,,empanada;argentinian,Mo-Su 10:00-20:00,52.3597336,4.9252245,9039023317
Sapore Italiano,"Spuistraat 3B, 1012SP, Amsterdam",,https://www.saporeitaliano.nl/,,,italian,,52.3772031,4.894641,9039032893
Baibua,"Geelvinckssteeg 6-H, 1017BE, Amsterdam",+31 20 528 9228,https://baibuathaiseethuis.nl/,info@baibuathaiseethuis.nl,@baibuathaiseethuis,thai,Tu-Su 13:00-22:00,52.3665156,4.8915025,9039078295
Indrapura,"Rembrandtplein 40, 1017CV, Amsterdam",+31 20 623 7329,https://www.indrapura.nl/,,@indrapura.amsterdam,indonesian,Mo-Su 17:00-22:30,52.3657478,4.8970609,9039078300
Batoni Khinkali,"Willemsparkweg 177A, 1071GZ, Amsterdam",,,,,,,52.3558036,4.8704603,9039115474
Genki,"Reguliersdwarsstraat 26, 1017BM, Amsterdam",+31 20 626 3727,https://restaurantgenki.nl/,info@restaurantgenki.nl,@restaurantgenki,japanese,"Mo, We 17:00-23:00; Th-Su 13:00-23:00",52.3664049,4.890322,9039135732
Salmuera,"Rozengracht 106-H, 1016NH, Amsterdam",+31 20 624 5752,https://www.sal-amsterdam.nl,,,latin_american,,52.3732531,4.8794691,9039944148
SLA,"Haarlemmerdijk 50, 1013JE, Amsterdam",+31 20 223 7461,https://ilovesla.com,,,salad,Mo-Su 11:30-20:30; PH off,52.3823122,4.8879982,9039983458
House of Watt,"James Wattstraat 73, 1097DL, Amsterdam",,https://www.houseofwatt.nl/,,,,,52.3495593,4.9221008,9040878808
Dignita Westerpark,"Spaarndammerstraat 55-H, 1013TA, Amsterdam",,https://eatwelldogood.nl/,,,,Mo-Fr 08:00-15:30; Sa-Su 08:30-16:30,52.3892175,4.8793547,9041202339
Spirit,"Czaar Peterstraat 2A, 1018PR, Amsterdam",+31 20 737 1671,https://www.spiritrestaurants.nl/amsterdam/,,,,"Mo-Sa 08:00-23:00, Su 09:00-23:00",52.3675893,4.9258975,9041249659
Cancún,"Veelaan 15, 1019AP, Amsterdam",+31 6 87410394,https://cancunamsterdam.nl,,,mexican;caribbean,,52.3670789,4.939258,9046120230
Cafe Panache,"Ten Katestraat 117, 1053CC, Amsterdam",+31 20 221 1736,https://cafepanache.nl,,,,We-Su 04:00-20:00,52.3657455,4.8679304,9046463332
Polly Goudvisch,"Buiksloterweg 5, 1031CC, Amsterdam",+31 20 235 8720,https://polly.goudvisch.nl,polly@goudvisch.nl,,,"Mo-Th 09:00-24:00; Fr 00:00-01:00,09:00-24:00; Sa,Su 00:00-02:00,09:00-24:00",52.3825295,4.9034106,9047703226
Lumbini,"Amstel 32, 1017AB, Amsterdam",+31 20 341 9040,https://lumbinirestaurant.nl/,,,indian;nepalese,,52.3668621,4.8952277,9077856383
Alba,"Wibautstraat 105, Amsterdam",+31 20 239 0895,https://www.alba-amsterdam.nl/,,@alba.ams,,,52.3560516,4.9119049,9105333896
Lazuur,"Purmerplein 8, 1023BD, Amsterdam",+31 20 636 0154,https://www.restaurantlazuur.nl/,,@restaurant_lazuur,,,52.3909611,4.9433797,9110228028
De Juwelier,"Utrechtsestraat 51-H, 1017VJ, Amsterdam",+31 20 247 1007,https://www.restaurant-dejuwelier.nl/restaurantdejuwelier,info@restaurant-dejuwelier.nl,@de_juwelier_amsterdam,french,"Mo-Su 12:00-13:30, 18:00-22:00",52.3642489,4.8982485,9152828410
Delhi-Cious,"Dalsteindreef 3002, 1112XC, Diemen",+31 20 5618184,https://www.delhi-cious.nl/,,,,Tu-Su 15:30-22:00,52.3283931,4.9562833,9160625212
Restaurant Entrepot,"Entrepotdok 7-8, 1018AD, Amsterdam",,https://restaurantentrepot.nl,,,,,52.3696319,4.9119695,9176789717
De Japanner,"Bilderdijkstraat 203, 1053KS, Amsterdam",,https://dejapanner.com/,,,japanese,,52.3663172,4.8730849,9207039660
Jabugo,Amsterdam,,https://www.jamonbariberico.nl/,,,,,52.3667926,4.868425,9208532905
Bulls and Dogs,Amsterdam,,https://www.bullsanddogs.com/foodhallen/,,,hot_dog,,52.3668262,4.8683977,9208532906
Dutch Meat Ball Company,Amsterdam,,,,,,,52.3668668,4.8683646,9208532907
Viet View,Amsterdam,,https://vietview.nl/,,,,,52.3669011,4.8683368,9208532908
Padrón,Amsterdam,,,,,dutch,,52.3669465,4.8682999,9208532909
Pita,Amsterdam,,,,,,,52.3669281,4.8683149,9208532910
The Butcher,Amsterdam,,,,,burger,,52.3668749,4.8681049,9208532911
Shirkhan,Amsterdam,,,,,indian,,52.3668528,4.8681214,9208532912
Smokey goodness,Amsterdam,,,,,,,52.3668301,4.8681387,9208532913
Meneer Temaki,Amsterdam,,,,@meneertemaki,sushi,,52.3667978,4.8681612,9208532914
Yogurt Barn,Amsterdam,,,,,yogurt,,52.3667373,4.8681989,9208532915
Fento,Amsterdam,,https://foodhallen.nl/venues/amsterdam/fento,,,mexican,,52.366993,4.8682674,9208532916
Taqueria,Amsterdam,,https://taquerialima.nl/,,,mexican,,52.3670275,4.8682437,9208574917
Holy Fried Chicken,Amsterdam,,,,,chicken,,52.3671009,4.8681905,9208574919
Dim Sum Thing,Amsterdam,,,,,,,52.3671373,4.8681586,9208574920
Mer Du Nord,Amsterdam,,,,@merdunordfoodhallen,fish,,52.3671016,4.8680671,9208574923
Maza,Amsterdam,,,,,mediterranean,,52.3669291,4.8680691,9208574924
The Noodle Shop,Amsterdam,,,,,noodle,,52.3669846,4.8680275,9208574925
De Ballenbar,Amsterdam,,,,,dutch,,52.3670337,4.8679919,9208574926
Renato's,Amsterdam,,,,,pizza,,52.367079,4.8679547,9208574927
Lucia's,"Stroombaan 1, 1181VX, Amstelveen",,https://lucias-restaurant.com/amstelveen-stadshart/,,,,,52.3024173,4.8689753,9209324036
Ferilli's Specialità UpTown,"Beethovenstraat 781, 1083HK, Amsterdam",,https://www.ferillis.amsterdam,,,italian,,52.3369259,4.8775437,9498695225
De Pizzabakkers,"Beethovenstraat 553, 1083HK, Amsterdam",,https://www.depizzabakkers.nl/vestigingen/amsterdam-zuidas/,zuidas@depizzabakkers.nl,,pizza,,52.3377688,4.8771649,9498695308
Yuan’s Hot Pot,"Beethovenstraat 631, Amsterdam",,https://www.yuanhotpot.com,,,chinese,,52.337356,4.8772821,9498699834
Schout bij-nacht,Amsterdam,,,,,,,52.3786948,4.8841791,9609724683
Mr Meat Steakhouse Amsterdam,"Haarlemmerstraat 118, 1013EX, Amsterdam",+31 20 811 4250,http://www.mrmeatsteakhouse.com/en/sayfa/amsterdam/,,,,Tu-Fr 17:00-23:00; Sa-Su 13:00-23:00,52.3809254,4.8904437,9621600617
Skatecafe,Amsterdam,+31 20 210 0232,https://www.skatecafe.nl/,info@skatecafe.nl,,,"Th 15:00-24:00; Fr 00:00-01:00,15:00-24:00; Sa 00:00-03:00,15:00-24:00; Su 00:00-03:00",52.3854206,4.9255852,9789622796
Boiboi,Amsterdam,,,,,,,52.364685,4.92588,9790023957
Cascada,"Hoekenrode 16, 1102BR, Amsterdam",+31 20 261 4413,https://www.grandcafecascada.nl,info@grandcafecascada.nl,@grandcafecascada,regional,We-Su 12:00-00:00,52.3113689,4.9485096,9839461695
Muang Thai,"Overtoom 455, 1054KH, Amsterdam",+31 20 618 0024,https://www.muang-thai.nl/,,,thai,Tu-Su 17:00-21:15,52.358537,4.8591295,9877422705
Lunchroom Grannies,"Hoofddorpplein 19, 1059CV, Amsterdam",+31 20 615 4868,http://www.lunchroomgrannies.com,,,,Tu-Su 09:00-17:00,52.3508562,4.8496858,9889806367
Pizzeria Beppe,Amsterdam,,,,,pizza,,52.3547897,4.929232,9892877739
Ribs Factory,Amsterdam,,,,,,,52.3661163,4.8991229,9919731672
Tasty Asia,Amsterdam,,,,,asian,,52.366263,4.8990814,9919745184
Eggs Benaddicted,"Prinsengracht 474, Amsterdam",+31 20 737 1170,https://benaddicted.com/,,@eggs_benaddicted.amsterdam,breakfast,09:00-16:00,52.3643848,4.8849508,9923941017
Pind Punjabi,Amsterdam,,,,,indian,,52.3495211,4.9037613,9929424672
Sushi Fanatics,"Andreas Bonnstraat 36, Amsterdam",,http://sushifanatics.nl,,,,,52.3592855,4.9137969,9959308017
Camino Taqueria,"Kinkerstraat 106, 1053EC, Amsterdam",,,,@camino.amsterdam,mexican,,52.3670935,4.8712629,9959313217
Falafel by Sir Hummus,"Ruysdaelkade 181, 1072AT, Amsterdam",+31 20 331 5008,https://www.sirhummus.nl/falafel,,,middle_eastern,"We, Th 12:00-17:00; Fr, Sa 12:00-21:00; Su 12:00-17:00",52.3525216,4.8869312,10010812118
Mastino,Amsterdam,,https://mastinoveganpizza.com,,,pizza,,52.3546767,4.8933578,10033987717
Seth takeout,"Singel 371-1, Amsterdam",,https://www.seth-takeout.nl,,,surinamese,"Mo,Su off; Tu-Fr 11:30-19:00; Sa 14:00-19:00",52.3691315,4.8882808,10067093037
Gauchos,Amsterdam,,,,,,,52.3666792,4.8939566,10068299734
Ichisin Ramen Hokkaido,"Amstelstraat 18, 1017DA, Amsterdam",,,,,asian;japanese,We-Mo 13:00-21:30,52.3661201,4.8990737,10121257789
Spaghetteria,"Daniël Stalpertstraat 93, 1072XD, Amsterdam",+31 20 737 0122,https://www.spaghetteria.com/,,,italian,Mo-Su 17:00-22:00,52.3562468,4.8917237,10159817077
Pho King,"Regulierssteeg 4, Amsterdam",,,,,vietnamese,,52.3667945,4.8948927,10219475517
Roest,"VOC-kade 26, 1018LG, Amsterdam",,,,,,,52.3719559,4.92652,10282764465
AN,"Weteringschans 76, 1017XR, Amsterdam",+31 20 624 4672,http://japansrestaurantan.nl,,,japanese,Tu-Sa 18:00-22:00,52.3593592,4.8937415,10300705562
De Serre,Amsterdam,,,,,,,52.3650398,4.9182201,10300898532
A-Fushion,Amsterdam,+31 20 354 7068,https://a-fusion.nl/,,,sushi,closed,52.3948216,4.8773263,10575002913
Het Wapen van Diemen,Amsterdam,,,,,,,52.3362456,4.9590198,10606974154
Amber Garden,"van Heuven Goedhartlaan 15, 1181LE, Amstelveen",,https://ambergarden.nl/,,,chinese,,52.3020148,4.8686776,10608448839
Hawaiian Poke Bowl,"Bijlmerplein 207C, 1102DD, Amsterdam",,https://hawaiianpokebowl.be/nl-BE/restaurants?location=amsterdam,,,,Mo-Su 11:00-22:00,52.3141343,4.9516137,10673614691
Patron Stage,"Potgieterstraat 63, Amsterdam",+31 20 616 1000,https://patronstage.com/,,,,,52.3689842,4.8715782,10688890917
Spaghetteria Caffè Jan Pieter Heijestraat,"Jan Pieter Heijestraat 131, 1054ME, Amsterdam",,https://www.spaghetteria.com/vestigingen/amsterdam-caffe-jan-pieter-heijestraat/,,,italian,,52.3620164,4.8646513,10712344317
